Time (s),Trace #1 (pA),Trace #1 (mmHg)
19.4437,34.4849,-166.321
19.4438,36.3159,-166.321
19.4439,35.7056,-166.321
19.444,35.7056,-166.473
19.4441,34.4849,-166.473
19.4442,36.0107,-166.473
19.4443,35.7056,-166.473
19.4444,34.6375,-166.473
19.4445,35.553,-166.473
19.4446,36.1633,-166.473
19.4447,34.0271,-166.473
19.4448,34.79,-166.473
19.4449,35.7056,-166.473
19.445,35.0952,-166.626
19.4451,34.6375,-166.626
19.4452,34.1797,-166.626
19.4453,33.8745,-166.626
19.4454,36.3159,-166.626
19.4455,34.79,-166.626
19.4456,36.7737,-166.779
19.4457,33.8745,-166.779
19.4458,34.9426,-166.779
19.4459,34.0271,-166.779
19.446,35.0952,-166.779
19.4461,35.2478,-166.779
19.4462,34.79,-166.779
19.4463,35.553,-166.626
19.4464,36.0107,-166.626
19.4465,33.7219,-166.779
19.4466,32.959,-166.779
19.4467,36.0107,-166.779
19.4468,35.0952,-166.779
19.4469,37.5366,-166.779
19.447,36.0107,-166.779
19.4471,36.7737,-166.779
19.4472,39.2151,-166.779
19.4473,37.384,-166.779
19.4474,36.3159,-166.779
19.4475,33.4167,-166.931
19.4476,33.7219,-166.931
19.4477,36.4685,-166.931
19.4478,34.79,-166.931
19.4479,35.7056,-166.931
19.448,36.1633,-166.931
19.4481,36.1633,-166.931
19.4482,37.2314,-167.084
19.4483,36.3159,-167.084
19.4484,35.8582,-167.084
19.4485,35.553,-167.084
19.4486,37.5366,-167.084
19.4487,36.1633,-167.084
19.4488,36.3159,-167.084
19.4489,36.7737,-167.084
19.449,38.147,-167.084
19.4491,34.79,-167.236
19.4492,36.6211,-167.236
19.4493,35.0952,-167.084
19.4494,38.4521,-167.236
19.4495,36.9263,-167.236
19.4496,38.147,-167.236
19.4497,37.9944,-167.236
19.4498,36.3159,-167.236
19.4499,33.7219,-167.236
19.45,37.384,-167.236
19.4501,36.1633,-167.236
19.4502,34.4849,-167.236
19.4503,36.7737,-167.389
19.4504,36.1633,-167.389
19.4505,34.3323,-167.389
19.4506,36.3159,-167.389
19.4507,36.6211,-167.389
19.4508,34.9426,-167.389
19.4509,36.9263,-167.389
19.451,35.553,-167.389
19.4511,38.6047,-167.389
19.4512,36.7737,-167.389
19.4513,38.147,-167.389
19.4514,36.0107,-167.389
19.4515,35.0952,-167.389
19.4516,35.8582,-167.542
19.4517,32.8064,-167.542
19.4518,35.8582,-167.542
19.4519,34.9426,-167.542
19.452,33.4167,-167.542
19.4521,35.0952,-167.542
19.4522,34.6375,-167.542
19.4523,33.7219,-167.542
19.4524,34.79,-167.542
19.4525,34.0271,-167.542
19.4526,37.384,-167.694
19.4527,33.5693,-167.694
19.4528,33.2642,-167.694
19.4529,36.6211,-167.694
19.453,33.8745,-167.694
19.4531,35.8582,-167.694
19.4532,33.8745,-167.694
19.4533,33.8745,-167.694
19.4534,33.8745,-167.694
19.4535,33.8745,-167.847
19.4536,37.0789,-167.847
19.4537,35.2478,-167.847
19.4538,31.4331,-167.847
19.4539,34.0271,-167.847
19.454,36.4685,-167.847
19.4541,33.7219,-167.847
19.4542,34.79,-167.847
19.4543,35.2478,-167.847
19.4544,34.79,-167.999
19.4545,31.7383,-167.999
19.4546,35.2478,-167.999
19.4547,33.7219,-167.999
19.4548,34.3323,-167.999
19.4549,35.4004,-167.999
19.455,34.0271,-167.999
19.4551,34.6375,-168.152
19.4552,32.8064,-167.999
19.4553,36.0107,-168.304
19.4554,33.5693,-168.152
19.4555,33.5693,-168.152
19.4556,35.553,-168.152
19.4557,30.8228,-168.152
19.4558,33.8745,-168.152
19.4559,35.7056,-168.152
19.456,33.4167,-168.152
19.4561,36.3159,-168.152
19.4562,35.4004,-168.304
19.4563,35.4004,-168.304
19.4564,35.4004,-168.304
19.4565,34.3323,-168.304
19.4566,33.5693,-168.304
19.4567,33.2642,-168.304
19.4568,35.0952,-168.304
19.4569,35.4004,-168.304
19.457,36.1633,-168.457
19.4571,31.7383,-168.457
19.4572,35.2478,-168.457
19.4573,34.4849,-168.457
19.4574,34.4849,-168.457
19.4575,36.0107,-168.457
19.4576,34.1797,-168.457
19.4577,33.1116,-168.457
19.4578,34.0271,-168.457
19.4579,35.0952,-168.61
19.458,33.1116,-168.61
19.4581,32.6538,-168.61
19.4582,32.959,-168.61
19.4583,33.1116,-168.61
19.4584,34.79,-168.61
19.4585,35.4004,-168.61
19.4586,34.4849,-168.61
19.4587,35.0952,-168.61
19.4588,34.4849,-168.61
19.4589,33.1116,-168.762
19.459,34.1797,-168.762
19.4591,37.5366,-168.762
19.4592,36.0107,-168.762
19.4593,33.4167,-168.915
19.4594,33.4167,-168.915
19.4595,36.4685,-168.915
19.4596,36.3159,-168.915
19.4597,34.0271,-168.915
19.4598,34.6375,-168.915
19.4599,32.6538,-168.762
19.46,36.0107,-168.762
19.4601,35.4004,-168.915
19.4602,34.6375,-168.915
19.4603,37.2314,-168.915
19.4604,36.3159,-168.915
19.4605,33.5693,-168.915
19.4606,33.7219,-169.067
19.4607,34.1797,-169.067
19.4608,32.0435,-169.067
19.4609,34.1797,-169.067
19.461,36.1633,-169.067
19.4611,34.9426,-169.067
19.4612,35.2478,-169.067
19.4613,35.0952,-169.067
19.4614,34.1797,-169.067
19.4615,34.79,-169.22
19.4616,33.7219,-169.22
19.4617,33.7219,-169.22
19.4618,32.5012,-169.22
19.4619,32.6538,-169.22
19.462,33.8745,-169.22
19.4621,32.6538,-169.22
19.4622,34.6375,-169.22
19.4623,35.553,-169.22
19.4624,30.0598,-169.373
19.4625,35.553,-169.373
19.4626,34.79,-169.373
19.4627,33.4167,-169.373
19.4628,36.0107,-169.373
19.4629,36.0107,-169.373
19.463,34.4849,-169.373
19.4631,34.3323,-169.373
19.4632,34.6375,-169.373
19.4633,36.3159,-169.525
19.4634,34.3323,-169.525
19.4635,34.79,-169.525
19.4636,36.1633,-169.525
19.4637,33.8745,-169.525
19.4638,36.6211,-169.678
19.4639,33.2642,-169.525
19.464,35.2478,-169.525
19.4641,33.4167,-169.525
19.4642,34.9426,-169.678
19.4643,34.6375,-169.678
19.4644,34.6375,-169.678
19.4645,35.0952,-169.678
19.4646,36.4685,-169.678
19.4647,34.6375,-169.83
19.4648,35.0952,-169.83
19.4649,34.79,-169.83
19.465,35.8582,-169.83
19.4651,34.6375,-169.83
19.4652,34.6375,-169.83
19.4653,36.3159,-169.83
19.4654,36.1633,-169.983
19.4655,32.5012,-169.83
19.4656,34.3323,-169.83
19.4657,35.2478,-169.83
19.4658,33.7219,-169.83
19.4659,34.6375,-169.83
19.466,36.6211,-169.983
19.4661,35.0952,-169.983
19.4662,35.553,-169.983
19.4663,34.9426,-169.983
19.4664,36.7737,-169.983
19.4665,34.9426,-169.983
19.4666,34.9426,-169.983
19.4667,34.9426,-170.135
19.4668,35.0952,-170.135
19.4669,35.4004,-170.135
19.467,38.4521,-170.135
19.4671,36.1633,-170.135
19.4672,33.1116,-170.135
19.4673,33.8745,-170.135
19.4674,33.5693,-170.135
19.4675,35.7056,-170.135
19.4676,36.3159,-170.135
19.4677,34.0271,-170.288
19.4678,35.4004,-170.288
19.4679,34.4849,-170.288
19.468,36.6211,-170.288
19.4681,33.5693,-170.288
19.4682,34.3323,-170.288
19.4683,36.6211,-170.288
19.4684,36.3159,-170.288
19.4685,37.6892,-170.288
19.4686,34.79,-170.441
19.4687,35.8582,-170.441
19.4688,37.8418,-170.441
19.4689,36.9263,-170.441
19.469,35.0952,-170.441
19.4691,37.2314,-170.441
19.4692,37.9944,-170.441
19.4693,36.3159,-170.441
19.4694,36.3159,-170.593
19.4695,36.0107,-170.593
19.4696,38.7573,-170.593
19.4697,39.3677,-170.593
19.4698,37.8418,-170.593
19.4699,35.0952,-170.593
19.47,35.553,-170.593
19.4701,35.553,-170.746
19.4702,36.1633,-170.746
19.4703,35.2478,-170.593
19.4704,37.8418,-170.593
19.4705,37.9944,-170.593
19.4706,34.6375,-170.593
19.4707,35.7056,-170.593
19.4708,35.7056,-170.746
19.4709,37.8418,-170.746
19.471,36.0107,-170.746
19.4711,35.8582,-170.746
19.4712,36.0107,-170.898
19.4713,36.0107,-170.898
19.4714,35.8582,-170.898
19.4715,33.4167,-170.898
19.4716,37.8418,-170.898
19.4717,34.79,-170.898
19.4718,36.7737,-170.898
19.4719,34.3323,-170.898
19.472,35.0952,-170.898
19.4721,36.9263,-170.898
19.4722,36.6211,-171.051
19.4723,36.6211,-171.051
19.4724,36.9263,-171.051
19.4725,35.4004,-171.051
19.4726,34.4849,-171.204
19.4727,35.2478,-171.051
19.4728,36.0107,-171.051
19.4729,36.1633,-171.051
19.473,35.0952,-171.356
19.4731,36.0107,-171.356
19.4732,34.4849,-171.204
19.4733,35.4004,-171.204
19.4734,34.1797,-171.204
19.4735,34.9426,-171.204
19.4736,36.7737,-171.204
19.4737,37.5366,-171.356
19.4738,34.0271,-171.356
19.4739,36.1633,-171.356
19.474,35.7056,-171.356
19.4741,36.4685,-171.356
19.4742,37.6892,-171.356
19.4743,37.6892,-171.356
19.4744,35.8582,-171.356
19.4745,35.553,-171.356
19.4746,36.6211,-171.509
19.4747,36.9263,-171.509
19.4748,38.6047,-171.509
19.4749,36.3159,-171.509
19.475,36.3159,-171.509
19.4751,37.2314,-171.509
19.4752,36.1633,-171.509
19.4753,35.2478,-171.661
19.4754,35.553,-171.661
19.4755,37.0789,-171.661
19.4756,35.7056,-171.661
19.4757,36.4685,-171.661
19.4758,38.2996,-171.661
19.4759,36.9263,-171.661
19.476,33.8745,-171.661
19.4761,35.2478,-171.661
19.4762,32.8064,-171.814
19.4763,38.4521,-171.814
19.4764,38.2996,-171.814
19.4765,37.0789,-171.814
19.4766,36.6211,-171.814
19.4767,36.4685,-171.814
19.4768,36.0107,-171.814
19.4769,36.7737,-171.814
19.477,36.9263,-171.814
19.4771,36.7737,-171.967
19.4772,37.6892,-171.967
19.4773,35.8582,-171.967
19.4774,35.2478,-171.967
19.4775,36.9263,-171.967
19.4776,35.2478,-171.967
19.4777,35.0952,-171.967
19.4778,35.0952,-172.119
19.4779,36.9263,-172.119
19.478,38.2996,-172.119
19.4781,36.1633,-172.119
19.4782,35.2478,-172.119
19.4783,33.1116,-172.119
19.4784,35.4004,-172.119
19.4785,33.5693,-172.119
19.4786,36.9263,-172.119
19.4787,36.4685,-172.119
19.4788,35.7056,-172.272
19.4789,38.7573,-172.272
19.479,38.6047,-172.272
19.4791,34.6375,-172.272
19.4792,37.0789,-172.272
19.4793,36.1633,-172.272
19.4794,36.9263,-172.272
19.4795,38.6047,-172.272
19.4796,35.2478,-172.272
19.4797,37.5366,-172.272
19.4798,36.3159,-172.272
19.4799,36.3159,-172.272
19.48,37.6892,-172.272
19.4801,37.9944,-172.272
19.4802,35.8582,-172.424
19.4803,36.6211,-172.424
19.4804,36.1633,-172.424
19.4805,38.7573,-172.424
19.4806,36.0107,-172.424
19.4807,35.0952,-172.577
19.4808,38.4521,-172.577
19.4809,37.9944,-172.577
19.481,38.4521,-172.577
19.4811,37.9944,-172.729
19.4812,38.2996,-172.729
19.4813,38.147,-172.729
19.4814,38.9099,-172.729
19.4815,34.9426,-172.729
19.4816,36.1633,-172.729
19.4817,35.8582,-172.729
19.4818,37.9944,-172.729
19.4819,37.9944,-172.729
19.482,36.9263,-172.729
19.4821,38.2996,-172.729
19.4822,36.3159,-172.729
19.4823,38.147,-172.729
19.4824,35.2478,-172.729
19.4825,35.8582,-172.729
19.4826,37.5366,-172.882
19.4827,35.7056,-172.882
19.4828,37.384,-172.882
19.4829,36.7737,-173.035
19.483,37.6892,-173.035
19.4831,38.2996,-173.035
19.4832,36.9263,-173.035
19.4833,35.4004,-173.035
19.4834,36.3159,-173.035
19.4835,38.4521,-173.035
19.4836,36.9263,-173.035
19.4837,36.7737,-173.035
19.4838,36.3159,-173.035
19.4839,39.2151,-173.035
19.484,37.0789,-173.035
19.4841,35.553,-173.187
19.4842,35.8582,-173.187
19.4843,34.3323,-173.187
19.4844,36.3159,-173.187
19.4845,37.0789,-173.187
19.4846,36.6211,-173.34
19.4847,36.1633,-173.34
19.4848,33.4167,-173.34
19.4849,37.9944,-173.34
19.485,36.0107,-173.34
19.4851,35.8582,-173.34
19.4852,38.2996,-173.34
19.4853,37.384,-173.492
19.4854,36.3159,-173.492
19.4855,36.1633,-173.492
19.4856,37.6892,-173.492
19.4857,36.4685,-173.492
19.4858,35.8582,-173.34
19.4859,37.9944,-173.34
19.486,36.9263,-173.492
19.4861,37.384,-173.492
19.4862,35.2478,-173.492
19.4863,40.4358,-173.492
19.4864,36.0107,-173.645
19.4865,36.9263,-173.645
19.4866,36.3159,-173.645
19.4867,36.3159,-173.645
19.4868,36.3159,-173.645
19.4869,34.4849,-173.645
19.487,36.9263,-173.645
19.4871,36.9263,-173.798
19.4872,37.5366,-173.798
19.4873,35.8582,-173.798
19.4874,37.0789,-173.798
19.4875,39.0625,-173.798
19.4876,36.4685,-173.798
19.4877,36.6211,-173.798
19.4878,35.0952,-173.798
19.4879,38.6047,-173.798
19.488,36.7737,-173.798
19.4881,37.0789,-173.798
19.4882,36.6211,-173.798
19.4883,36.0107,-173.798
19.4884,38.2996,-173.95
19.4885,37.2314,-174.103
19.4886,35.4004,-174.103
19.4887,35.4004,-174.103
19.4888,37.2314,-174.103
19.4889,39.5203,-173.95
19.489,35.4004,-173.95
19.4891,34.6375,-174.103
19.4892,37.0789,-174.103
19.4893,38.7573,-174.103
19.4894,38.4521,-174.103
19.4895,37.384,-174.255
19.4896,36.6211,-174.103
19.4897,36.6211,-174.103
19.4898,38.2996,-174.255
19.4899,36.6211,-174.255
19.49,34.6375,-174.255
19.4901,36.4685,-174.255
19.4902,38.2996,-174.255
19.4903,37.6892,-174.255
19.4904,38.7573,-174.255
19.4905,35.7056,-174.255
19.4906,35.2478,-174.561
19.4907,36.4685,-174.561
19.4908,37.6892,-174.561
19.4909,36.4685,-174.561
19.491,37.8418,-174.561
19.4911,37.8418,-174.408
19.4912,37.0789,-174.408
19.4913,37.2314,-174.561
19.4914,35.553,-174.561
19.4915,36.3159,-174.561
19.4916,38.147,-174.561
19.4917,36.1633,-174.561
19.4918,34.6375,-174.561
19.4919,36.9263,-174.561
19.492,36.4685,-174.713
19.4921,36.6211,-174.713
19.4922,38.147,-174.713
19.4923,33.1116,-174.713
19.4924,36.9263,-174.713
19.4925,37.9944,-174.713
19.4926,36.6211,-174.713
19.4927,39.2151,-174.713
19.4928,35.8582,-174.866
19.4929,36.4685,-174.866
19.493,36.3159,-174.866
19.4931,35.8582,-174.866
19.4932,38.6047,-174.866
19.4933,38.6047,-174.866
19.4934,37.9944,-174.866
19.4935,37.9944,-174.866
19.4936,37.384,-175.018
19.4937,38.6047,-175.018
19.4938,37.9944,-175.018
19.4939,34.79,-175.018
19.494,38.147,-175.018
19.4941,35.2478,-175.018
19.4942,36.4685,-175.018
19.4943,34.9426,-175.018
19.4944,36.1633,-175.018
19.4945,37.9944,-175.171
19.4946,35.7056,-175.171
19.4947,37.8418,-175.018
19.4948,37.384,-175.323
19.4949,37.384,-175.323
19.495,37.2314,-175.323
19.4951,37.2314,-175.323
19.4952,37.384,-175.323
19.4953,38.147,-175.323
19.4954,34.0271,-175.323
19.4955,37.0789,-175.323
19.4956,38.2996,-175.323
19.4957,36.3159,-175.323
19.4958,37.5366,-175.476
19.4959,35.8582,-175.476
19.496,38.6047,-175.476
19.4961,37.9944,-175.476
19.4962,34.79,-175.476
19.4963,34.3323,-175.476
19.4964,34.3323,-175.476
19.4965,35.8582,-175.476
19.4966,37.384,-175.629
19.4967,37.8418,-175.629
19.4968,36.4685,-175.629
19.4969,37.0789,-175.629
19.497,38.4521,-175.629
19.4971,37.0789,-175.629
19.4972,34.1797,-175.629
19.4973,39.978,-175.629
19.4974,37.6892,-175.629
19.4975,39.978,-175.629
19.4976,36.4685,-175.629
19.4977,38.6047,-175.629
19.4978,36.1633,-175.629
19.4979,37.9944,-175.781
19.498,37.2314,-175.934
19.4981,36.3159,-175.781
19.4982,36.3159,-175.781
19.4983,37.0789,-175.934
19.4984,37.0789,-175.934
19.4985,36.4685,-175.934
19.4986,38.147,-175.934
19.4987,36.4685,-175.934
19.4988,38.4521,-175.934
19.4989,37.2314,-175.934
19.499,37.5366,-175.934
19.4991,37.2314,-175.934
19.4992,38.2996,-176.086
19.4993,38.7573,-176.086
19.4994,38.2996,-176.086
19.4995,35.4004,-176.086
19.4996,39.3677,-176.239
19.4997,36.1633,-176.239
19.4998,36.7737,-176.239
19.4999,38.147,-176.239
19.5,38.2996,-176.239
19.5001,39.0625,-176.239
19.5002,36.3159,-176.239
19.5003,37.0789,-176.239
19.5004,38.4521,-176.239
19.5005,37.0789,-176.392
19.5006,37.0789,-176.392
19.5007,36.9263,-176.392
19.5008,37.0789,-176.392
19.5009,37.384,-176.392
19.501,39.2151,-176.392
19.5011,36.9263,-176.392
19.5012,35.7056,-176.544
19.5013,36.9263,-176.544
19.5014,34.9426,-176.544
19.5015,36.7737,-176.544
19.5016,37.9944,-176.544
19.5017,35.7056,-176.544
19.5018,36.6211,-176.544
19.5019,36.7737,-176.544
19.502,39.2151,-176.544
19.5021,37.6892,-176.544
19.5022,37.384,-176.697
19.5023,34.3323,-176.697
19.5024,37.8418,-176.697
19.5025,36.4685,-176.697
19.5026,36.3159,-176.697
19.5027,38.4521,-176.697
19.5028,38.7573,-176.697
19.5029,37.384,-176.697
19.503,38.4521,-176.849
19.5031,37.2314,-176.697
19.5032,36.3159,-176.697
19.5033,35.2478,-176.849
19.5034,38.6047,-176.849
19.5035,38.6047,-176.849
19.5036,37.8418,-176.849
19.5037,37.0789,-177.002
19.5038,35.4004,-177.002
19.5039,35.7056,-176.849
19.504,37.384,-177.002
19.5041,37.8418,-177.002
19.5042,37.6892,-177.002
19.5043,38.2996,-177.002
19.5044,37.2314,-177.002
19.5045,39.2151,-177.002
19.5046,37.9944,-177.002
19.5047,38.147,-177.155
19.5048,35.0952,-177.307
19.5049,36.1633,-177.155
19.505,36.0107,-177.155
19.5051,39.0625,-177.155
19.5052,37.384,-177.155
19.5053,36.1633,-177.155
19.5054,36.9263,-177.155
19.5055,37.8418,-177.307
19.5056,39.3677,-177.307
19.5057,37.9944,-177.307
19.5058,36.7737,-177.307
19.5059,38.4521,-177.307
19.506,37.9944,-177.307
19.5061,34.0271,-177.307
19.5062,37.384,-177.307
19.5063,35.553,-177.307
19.5064,38.4521,-177.307
19.5065,39.6729,-177.46
19.5066,34.1797,-177.46
19.5067,35.0952,-177.46
19.5068,35.0952,-177.46
19.5069,35.553,-177.46
19.507,36.1633,-177.46
19.5071,37.6892,-177.46
19.5072,36.4685,-177.46
19.5073,37.6892,-177.612
19.5074,36.6211,-177.612
19.5075,36.4685,-177.612
19.5076,35.0952,-177.612
19.5077,34.9426,-177.765
19.5078,33.4167,-177.765
19.5079,36.6211,-177.765
19.508,36.9263,-177.765
19.5081,38.147,-177.765
19.5082,38.147,-177.765
19.5083,38.147,-177.765
19.5084,35.553,-177.765
19.5085,36.1633,-177.917
19.5086,37.2314,-177.917
19.5087,37.384,-177.917
19.5088,38.6047,-177.917
19.5089,38.147,-177.917
19.509,37.5366,-177.917
19.5091,38.147,-177.917
19.5092,38.7573,-177.917
19.5093,38.2996,-178.07
19.5094,35.7056,-178.07
19.5095,37.8418,-177.917
19.5096,37.6892,-177.917
19.5097,37.8418,-177.917
19.5098,36.9263,-178.07
19.5099,35.8582,-178.07
19.51,33.4167,-178.07
19.5101,37.0789,-178.07
19.5102,36.0107,-178.07
19.5103,36.4685,-178.07
19.5104,37.8418,-178.07
19.5105,37.0789,-178.07
19.5106,37.0789,-178.223
19.5107,36.0107,-178.223
19.5108,36.6211,-178.223
19.5109,37.9944,-178.223
19.511,38.7573,-178.223
19.5111,34.9426,-178.223
19.5112,38.2996,-178.223
19.5113,37.5366,-178.223
19.5114,36.0107,-178.223
19.5115,36.7737,-178.223
19.5116,36.1633,-178.375
19.5117,37.384,-178.375
19.5118,38.9099,-178.375
19.5119,36.3159,-178.375
19.512,36.6211,-178.375
19.5121,37.384,-178.528
19.5122,36.9263,-178.528
19.5123,36.3159,-178.528
19.5124,38.2996,-178.528
19.5125,35.8582,-178.528
19.5126,37.6892,-178.528
19.5127,37.5366,-178.528
19.5128,39.5203,-178.528
19.5129,37.8418,-178.528
19.513,35.4004,-178.68
19.5131,37.8418,-178.68
19.5132,39.5203,-178.68
19.5133,37.6892,-178.68
19.5134,37.384,-178.68
19.5135,37.2314,-178.68
19.5136,38.4521,-178.68
19.5137,37.384,-178.68
19.5138,37.384,-178.68
19.5139,39.978,-178.833
19.514,36.6211,-178.833
19.5141,37.0789,-178.833
19.5142,37.9944,-178.833
19.5143,36.0107,-178.833
19.5144,37.9944,-178.833
19.5145,36.4685,-178.833
19.5146,36.7737,-178.833
19.5147,37.8418,-178.833
19.5148,38.2996,-178.986
19.5149,37.9944,-178.986
19.515,34.6375,-178.986
19.5151,39.8254,-178.986
19.5152,36.1633,-178.986
19.5153,37.2314,-178.986
19.5154,37.8418,-178.986
19.5155,36.3159,-178.986
19.5156,36.6211,-178.986
19.5157,37.2314,-178.986
19.5158,39.2151,-178.986
19.5159,39.2151,-179.138
19.516,36.7737,-179.138
19.5161,35.8582,-179.138
19.5162,37.2314,-179.138
19.5163,37.384,-179.291
19.5164,36.7737,-179.291
19.5165,37.2314,-179.291
19.5166,36.6211,-179.291
19.5167,36.4685,-179.291
19.5168,36.1633,-179.291
19.5169,36.9263,-179.291
19.517,35.8582,-179.291
19.5171,37.9944,-179.291
19.5172,38.6047,-179.291
19.5173,37.6892,-179.291
19.5174,34.6375,-179.291
19.5175,36.7737,-179.443
19.5176,37.384,-179.443
19.5177,37.384,-179.443
19.5178,40.2832,-179.443
19.5179,36.0107,-179.443
19.518,37.5366,-179.443
19.5181,38.6047,-179.443
19.5182,38.2996,-179.443
19.5183,36.0107,-179.596
19.5184,36.0107,-179.596
19.5185,35.4004,-179.596
19.5186,37.384,-179.749
19.5187,38.2996,-179.749
19.5188,37.8418,-179.749
19.5189,36.6211,-179.749
19.519,36.7737,-179.749
19.5191,36.9263,-179.749
19.5192,38.9099,-179.749
19.5193,37.6892,-179.749
19.5194,37.384,-179.749
19.5195,33.8745,-179.901
19.5196,36.1633,-179.901
19.5197,36.1633,-179.901
19.5198,37.5366,-179.901
19.5199,38.4521,-179.749
19.52,38.2996,-179.749
19.5201,39.6729,-179.749
19.5202,38.147,-179.749
19.5203,39.5203,-180.054
19.5204,36.1633,-179.901
19.5205,39.2151,-179.901
19.5206,37.6892,-179.901
19.5207,36.4685,-179.901
19.5208,35.8582,-179.901
19.5209,36.6211,-180.054
19.521,37.5366,-180.054
19.5211,40.4358,-180.054
19.5212,37.5366,-180.054
19.5213,38.147,-180.054
19.5214,36.4685,-180.054
19.5215,39.0625,-180.054
19.5216,37.384,-180.054
19.5217,35.553,-180.206
19.5218,36.3159,-180.206
19.5219,37.6892,-180.206
19.522,38.4521,-180.206
19.5221,34.1797,-180.206
19.5222,35.8582,-180.206
19.5223,36.4685,-180.206
19.5224,39.2151,-180.206
19.5225,34.9426,-180.206
19.5226,35.553,-180.359
19.5227,38.9099,-180.359
19.5228,36.9263,-180.359
19.5229,35.4004,-180.359
19.523,37.2314,-180.511
19.5231,35.7056,-180.359
19.5232,39.3677,-180.359
19.5233,59.3567,-180.359
19.5234,62.2559,-180.359
19.5235,64.3921,-180.359
19.5236,61.9507,-180.359
19.5237,64.3921,-180.511
19.5238,63.6292,-180.511
19.5239,65.4602,-180.511
19.524,63.0188,-180.511
19.5241,63.324,-180.511
19.5242,63.6292,-180.511
19.5243,67.1387,-180.511
19.5244,62.1033,-180.511
19.5245,65.7654,-180.664
19.5246,63.4766,-180.664
19.5247,66.2231,-180.664
19.5248,63.0188,-180.664
19.5249,65.0024,-180.664
19.525,61.7981,-180.664
19.5251,63.6292,-180.664
19.5252,64.8499,-180.664
19.5253,63.6292,-180.664
19.5254,63.1714,-180.817
19.5255,64.8499,-180.817
19.5256,62.561,-180.817
19.5257,65.918,-180.817
19.5258,64.8499,-180.969
19.5259,61.9507,-180.817
19.526,65.6128,-180.817
19.5261,64.8499,-180.817
19.5262,64.5447,-180.969
19.5263,64.2395,-180.817
19.5264,65.918,-180.969
19.5265,64.3921,-180.969
19.5266,66.3757,-180.969
19.5267,65.918,-180.969
19.5268,65.0024,-180.969
19.5269,61.4929,-180.969
19.527,63.4766,-180.969
19.5271,60.73,-181.122
19.5272,66.8335,-180.969
19.5273,63.7817,-181.122
19.5274,61.4929,-181.122
19.5275,65.6128,-181.122
19.5276,65.4602,-181.122
19.5277,64.5447,-181.122
19.5278,64.6973,-181.274
19.5279,63.1714,-181.274
19.528,64.6973,-181.122
19.5281,64.5447,-181.122
19.5282,63.0188,-181.122
19.5283,59.8145,-181.274
19.5284,69.5801,-181.122
19.5285,85.907,-181.274
19.5286,91.095,-181.274
19.5287,88.501,-181.274
19.5288,92.0105,-181.274
19.5289,88.9587,-181.274
19.529,90.1794,-181.274
19.5291,90.0269,-181.427
19.5292,90.0269,-181.427
19.5293,86.5173,-181.427
19.5294,90.0269,-181.58
19.5295,88.501,-181.58
19.5296,89.4165,-181.58
19.5297,93.0786,-181.427
19.5298,87.738,-181.427
19.5299,89.2639,-181.427
19.53,90.7898,-181.427
19.5301,91.5527,-181.427
19.5302,88.6536,-181.58
19.5303,90.0269,-181.58
19.5304,90.9424,-181.58
19.5305,89.8743,-181.732
19.5306,89.2639,-181.732
19.5307,90.6372,-181.732
19.5308,90.6372,-181.732
19.5309,88.0432,-181.885
19.531,86.5173,-181.732
19.5311,89.7217,-181.732
19.5312,90.0269,-181.732
19.5313,89.8743,-181.732
19.5314,88.6536,-181.732
19.5315,91.8579,-181.885
19.5316,92.1631,-181.732
19.5317,90.7898,-181.732
19.5318,89.8743,-181.732
19.5319,91.095,-181.732
19.532,93.8416,-181.732
19.5321,93.8416,-181.885
19.5322,88.0432,-181.885
19.5323,92.0105,-181.885
19.5324,93.3838,-181.885
19.5325,90.0269,-181.885
19.5326,89.4165,-181.885
19.5327,88.3484,-181.885
19.5328,90.6372,-181.885
19.5329,90.7898,-181.885
19.533,87.2803,-181.885
19.5331,88.8062,-182.037
19.5332,89.5691,-182.037
19.5333,89.8743,-182.037
19.5334,89.5691,-182.19
19.5335,89.5691,-182.19
19.5336,91.2476,-182.19
19.5337,90.7898,-182.19
19.5338,90.7898,-182.037
19.5339,93.0786,-182.037
19.534,92.0105,-182.037
19.5341,91.095,-182.037
19.5342,91.095,-182.19
19.5343,88.1958,-182.19
19.5344,88.9587,-182.19
19.5345,90.1794,-182.19
19.5346,90.1794,-182.19
19.5347,90.332,-182.19
19.5348,90.0269,-182.19
19.5349,90.0269,-182.19
19.535,88.3484,-182.343
19.5351,89.5691,-182.343
19.5352,90.0269,-182.343
19.5353,88.6536,-182.343
19.5354,91.2476,-182.495
19.5355,91.095,-182.495
19.5356,89.4165,-182.495
19.5357,92.6208,-182.495
19.5358,92.0105,-182.495
19.5359,91.2476,-182.343
19.536,91.2476,-182.495
19.5361,93.0786,-182.495
19.5362,91.5527,-182.495
19.5363,88.8062,-182.495
19.5364,89.8743,-182.495
19.5365,90.0269,-182.495
19.5366,92.3157,-182.495
19.5367,91.4001,-182.495
19.5368,89.2639,-182.495
19.5369,90.9424,-182.495
19.537,90.1794,-182.495
19.5371,90.332,-182.648
19.5372,92.3157,-182.648
19.5373,90.332,-182.648
19.5374,90.7898,-182.648
19.5375,91.8579,-182.648
19.5376,91.7053,-182.648
19.5377,92.1631,-182.648
19.5378,92.0105,-182.8
19.5379,88.501,-182.8
19.538,89.7217,-182.8
19.5381,91.5527,-182.648
